,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,RATEG,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Deck?
1062,80795,9/17/1997 12:00:00 AM,C,1997,1C,N,N03368,NIMITZ,CVN,85918,F014A,Y,E,49935,,H,O03,LT,,N09086,ACFT DAMAGED DURING A HARD LANDING ABOARD SHIP.                       ,151919,52N,J5,CASE III; TACAN/CCA TO LANDING,FLIGHT DECK OF CV/LHA/LPH,,NO INJURY OR ILLNESS,Yes
1063,80795,9/17/1997 12:00:00 AM,C,1997,1C,N,N03368,NIMITZ,CVN,85918,F014A,Y,E,49936,,H,O03,LT,,N09086,ACFT DAMAGED DURING A HARD LANDING ABOARD SHIP.                       ,151919,52N,J5,CASE III; TACAN/CCA TO LANDING,FLIGHT DECK OF CV/LHA/LPH,,NO INJURY OR ILLNESS,Yes
1064,87692,11/2/2002 12:00:00 AM,B,2003,2B,N,N03368,NIMITZ,CVN,93163,F018A,Y,E,64488,,H,O04,LCDR,,N63923,CATM-88 DEPARTED AIRCRAFT UPON CVN ARRESTMENT.  NO INJURIES.          ,165486,53Z,XM,NO FURTHER BREAKDOWN,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1065,47263,12/7/1997 12:00:00 AM,C,1998,3C,N,N03368,NIMITZ,CVN,50902,F018C,Y,E,21756,,H,E03,AN,,N63925,ACFT UNDER TOW STRUCK LSO PLATFORM DURING NIGHT FLIGHT DECK RESPOT.   ,84684,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,
1066,47263,12/7/1997 12:00:00 AM,C,1998,3C,N,N03368,NIMITZ,CVN,50902,F018C,Y,E,21756,,H,E03,AN,,N63925,ACFT UNDER TOW STRUCK LSO PLATFORM DURING NIGHT FLIGHT DECK RESPOT.   ,84685,9A1,C5,FLIGHT DECK,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,,NO INJURY OR ILLNESS,Yes
1067,47263,12/7/1997 12:00:00 AM,C,1998,3C,N,N03368,NIMITZ,CVN,50902,F018C,Y,E,21756,,H,E03,AN,,N63925,ACFT UNDER TOW STRUCK LSO PLATFORM DURING NIGHT FLIGHT DECK RESPOT.   ,84686,9A1,PD,FLIGHT DECK,AIRFRAME,,NO INJURY OR ILLNESS,
1068,45629,2/21/1997 12:00:00 AM,C,1997,3C,N,N03368,NIMITZ,CVN,49182,F018C,Y,E,21134,,H,O03,LT,,N63925,"DURING TAXI, ACFT HIT PARKED ACFT ON FLIGHT DECK.                     ",86466,921,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,,NO INJURY OR ILLNESS,
1069,45629,2/21/1997 12:00:00 AM,C,1997,3C,N,N03368,NIMITZ,CVN,49182,F018C,Y,E,21134,,H,O03,LT,,N63925,"DURING TAXI, ACFT HIT PARKED ACFT ON FLIGHT DECK.                     ",86467,921,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,
1070,46536,7/21/1997 12:00:00 AM,C,1997,3C,N,N03368,NIMITZ,CVN,50143,F018C,N,E,21632,,H,O04,LCDR,,N09063,ACFT RADOME STRUCK BY WING BUTT OF TAXIING ACFT ON FLIGHT DECK.       ,118587,921,P1,FLIGHT DECK,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,
1071,46536,7/21/1997 12:00:00 AM,C,1997,3C,N,N03368,NIMITZ,CVN,50143,F018C,N,E,21632,,H,O04,LCDR,,N09063,ACFT RADOME STRUCK BY WING BUTT OF TAXIING ACFT ON FLIGHT DECK.       ,118588,921,PD,FLIGHT DECK,AIRFRAME,,NO INJURY OR ILLNESS,
1072,46536,7/21/1997 12:00:00 AM,C,1997,3C,N,N03368,NIMITZ,CVN,50143,F018C,N,E,21632,,H,O04,LCDR,,N09063,ACFT RADOME STRUCK BY WING BUTT OF TAXIING ACFT ON FLIGHT DECK.       ,118586,921,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,,NO INJURY OR ILLNESS,
1073,83485,4/16/2003 12:00:00 AM,B,2003,1B,N,N03368,NIMITZ,CVN,88831,F018C,Y,E,55423,,H,O03,LT,,N09295,ACFT ENG ANTI-ICE DUCT DISCONNECTED CAUSING HEAT DAMAGE AND ENG FOD.  ,157694,43Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,
1074,83485,4/16/2003 12:00:00 AM,B,2003,1B,N,N03368,NIMITZ,CVN,88831,F018C,Y,E,55423,,H,O03,LT,,N09295,ACFT ENG ANTI-ICE DUCT DISCONNECTED CAUSING HEAT DAMAGE AND ENG FOD.  ,157695,43Z,X3,NO FURTHER BREAKDOWN,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,
1075,83485,4/16/2003 12:00:00 AM,B,2003,1B,N,N03368,NIMITZ,CVN,88831,F018C,Y,E,55423,,H,O03,LT,,N09295,ACFT ENG ANTI-ICE DUCT DISCONNECTED CAUSING HEAT DAMAGE AND ENG FOD.  ,157696,43Z,P8,NO FURTHER BREAKDOWN,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,
1076,87849,8/2/2005 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,93332,F018C,Y,E,64839,,H,,,,N09295,AIRCRAFT UNDER TOW PUSHED BACK IN TO NAVPOLE.                         ,165837,951,C5,FLIGHT DECK,SHIPS SUPERSTRUCTURE; DECK OBSTRUCTIONS,,NO INJURY OR ILLNESS,Yes
1077,87849,8/2/2005 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,93332,F018C,Y,E,64839,,H,,,,N09295,AIRCRAFT UNDER TOW PUSHED BACK IN TO NAVPOLE.                         ,165838,951,P1,FLIGHT DECK,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,
1078,95920,6/2/2007 12:00:00 AM,C,2007,1C,N,N03368,NIMITZ,CVN,101816,F018C,Y,E,83985,,H,O03,LT,,N09221,AIRCRAFT DEPARTED RUNWAY DURING SINGLE ENGINE LANDING AT DIVERT FIELD.,181859,53Z,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1079,95920,6/2/2007 12:00:00 AM,C,2007,1C,N,N03368,NIMITZ,CVN,101816,F018C,Y,E,83985,,H,O03,LT,,N09221,AIRCRAFT DEPARTED RUNWAY DURING SINGLE ENGINE LANDING AT DIVERT FIELD.,181860,53Z,J3,NO FURTHER BREAKDOWN,RUNWAY/LANDING ZONE/SITE,M,NO INJURY OR ILLNESS,Yes
1080,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85979,F018E,Y,E,50219,,H,O05,CDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152055,211,XU,MISSION/FLIGHT ABORTED,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,
1081,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85979,F018E,Y,E,50219,,H,O05,CDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152056,211,A2,MISSION/FLIGHT ABORTED,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1082,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85979,F018E,Y,E,50219,,H,O05,CDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152057,211,P1,MISSION/FLIGHT ABORTED,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1083,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66224,,H,E03,AN,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167270,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,
1084,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66224,,H,E03,AN,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167271,9A1,PH,FLIGHT DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,Yes
1085,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66224,,H,E03,AN,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167272,9A1,P4,FLIGHT DECK,FUEL/OIL,,NO INJURY OR ILLNESS,
1086,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66225,,H,E06,PO1,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167270,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,
1087,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66225,,H,E06,PO1,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167271,9A1,PH,FLIGHT DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,Yes
1088,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66225,,H,E06,PO1,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167272,9A1,P4,FLIGHT DECK,FUEL/OIL,,NO INJURY OR ILLNESS,
1089,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66226,,H,E04,PO3,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167270,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,
1090,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66226,,H,E04,PO3,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167271,9A1,PH,FLIGHT DECK,"LANDING GEAR (STRUTS, BRAKES, TIRES, ETC)",,NO INJURY OR ILLNESS,Yes
1091,88537,12/2/2004 12:00:00 AM,C,2005,3C,N,N03368,NIMITZ,CVN,94064,F018E,Y,E,66226,,H,E04,PO3,,N09084,ACFT AND TOW TRACTOR DAMAGED DUR ACFT MOVE ON FLIGHT DECK. NO INJURIES,167272,9A1,P4,FLIGHT DECK,FUEL/OIL,,NO INJURY OR ILLNESS,
1092,101158,7/18/2005 12:00:00 AM,C,2005,1C,N,N03368,NIMITZ,CVN,108017,F018E,Y,E,96287,24.0,H,O02,LTJG,,N09084,AIRCRAFT HORIZONTAL STABILATOR CONTACTED FLIGHT DECK DURING BOLTER.   ,192105,538,P1,BOLTER; LSO APPROACH,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1093,101158,7/18/2005 12:00:00 AM,C,2005,1C,N,N03368,NIMITZ,CVN,108017,F018E,Y,E,96287,24.0,H,O02,LTJG,,N09084,AIRCRAFT HORIZONTAL STABILATOR CONTACTED FLIGHT DECK DURING BOLTER.   ,192106,538,X6,BOLTER; LSO APPROACH,STRUCTURAL DAMAGE; FORCE OR ENERGY EXTERNAL TO AIRCRAFT,M,NO INJURY OR ILLNESS,
1094,101158,7/18/2005 12:00:00 AM,C,2005,1C,N,N03368,NIMITZ,CVN,108017,F018E,Y,E,96287,24.0,H,O02,LTJG,,N09084,AIRCRAFT HORIZONTAL STABILATOR CONTACTED FLIGHT DECK DURING BOLTER.   ,192107,538,CL,BOLTER; LSO APPROACH,CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,Yes
1095,95614,5/8/2008 12:00:00 AM,B,2008,1B,N,N03368,NIMITZ,CVN,101492,F018E,Y,E,83335,31.0,H,O03,LT,,N09084,BASKET SLAP DURING IN-FLIGHT REFUELING. AIRCRAFT DAMAGE. NO INJURIES. ,181173,478,CC,REFUELING,TANKER AIRCRAFTS REFUELING HOSE OR DROGUE,M,NO INJURY OR ILLNESS,
1096,95614,5/8/2008 12:00:00 AM,B,2008,1B,N,N03368,NIMITZ,CVN,101492,F018E,Y,E,83335,31.0,H,O03,LT,,N09084,BASKET SLAP DURING IN-FLIGHT REFUELING. AIRCRAFT DAMAGE. NO INJURIES. ,181174,478,P4,REFUELING,FUEL/OIL,M,NO INJURY OR ILLNESS,
1097,95614,5/8/2008 12:00:00 AM,B,2008,1B,N,N03368,NIMITZ,CVN,101492,F018E,Y,E,83335,31.0,H,O03,LT,,N09084,BASKET SLAP DURING IN-FLIGHT REFUELING. AIRCRAFT DAMAGE. NO INJURIES. ,181175,478,PJ,REFUELING,INSTRUMENTS,M,NO INJURY OR ILLNESS,
1098,95614,5/8/2008 12:00:00 AM,B,2008,1B,N,N03368,NIMITZ,CVN,101492,F018E,Y,E,83335,31.0,H,O03,LT,,N09084,BASKET SLAP DURING IN-FLIGHT REFUELING. AIRCRAFT DAMAGE. NO INJURIES. ,181176,478,P8,REFUELING,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,
1099,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85980,F018F,N,E,50220,,H,O04,LCDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152058,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1100,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85980,F018F,N,E,50220,,H,O04,LCDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152059,941,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1101,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85980,F018F,N,E,50221,,H,O04,LCDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152058,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1102,80853,11/10/2002 12:00:00 AM,C,2003,3C,N,N03368,NIMITZ,CVN,85980,F018F,N,E,50221,,H,O04,LCDR,,N09084,AIRCRAFT #1 TAXIED INTO PARKED AIRCRAFT #2.                           ,152059,941,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1103,83772,8/18/2005 12:00:00 AM,B,2005,2B,N,N03368,NIMITZ,CVN,89126,F018F,Y,E,55908,,H,O03,LT,,N09774,CENTERLINE EXTERNAL FUEL TANK DEPARTED ACFT FOLLOWING CATAPULT LAUNCH.,158227,335,XM,AIRCRAFT LAUNCHED FROM CATAPULT,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1104,83772,8/18/2005 12:00:00 AM,B,2005,2B,N,N03368,NIMITZ,CVN,89126,F018F,Y,E,55908,,H,O03,LT,,N09774,CENTERLINE EXTERNAL FUEL TANK DEPARTED ACFT FOLLOWING CATAPULT LAUNCH.,158228,335,P4,AIRCRAFT LAUNCHED FROM CATAPULT,FUEL/OIL,M,NO INJURY OR ILLNESS,
1105,83772,8/18/2005 12:00:00 AM,B,2005,2B,N,N03368,NIMITZ,CVN,89126,F018F,Y,E,55909,,H,O03,LT,,N09774,CENTERLINE EXTERNAL FUEL TANK DEPARTED ACFT FOLLOWING CATAPULT LAUNCH.,158227,335,XM,AIRCRAFT LAUNCHED FROM CATAPULT,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1106,83772,8/18/2005 12:00:00 AM,B,2005,2B,N,N03368,NIMITZ,CVN,89126,F018F,Y,E,55909,,H,O03,LT,,N09774,CENTERLINE EXTERNAL FUEL TANK DEPARTED ACFT FOLLOWING CATAPULT LAUNCH.,158228,335,P4,AIRCRAFT LAUNCHED FROM CATAPULT,FUEL/OIL,M,NO INJURY OR ILLNESS,
1107,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90844,F018F,Y,E,60362,,H,O03,LT,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161793,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1108,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90844,F018F,Y,E,60362,,H,O03,LT,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161794,941,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1109,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90844,F018F,Y,E,60363,,H,O04,LCDR,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161793,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1110,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90844,F018F,Y,E,60363,,H,O04,LCDR,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161794,941,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1111,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90845,F018F,N,E,60364,,H,E04,PO3,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161795,9J1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
1112,85521,5/9/2007 12:00:00 AM,C,2007,3C,N,N03368,NIMITZ,CVN,90845,F018F,N,E,60364,,H,E04,PO3,,N09774,PORT AILERON OF ACFT UNDER TOW STRUCK PORT HORZL STAB OF STA ACFT.    ,161796,9J1,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
1113,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53489,,H,O05,CDR,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,M,NO INJURY OR ILLNESS,
1114,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53489,,H,O05,CDR,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1115,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53489,,H,O05,CDR,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,M,NO INJURY OR ILLNESS,
1116,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53490,,H,O02,LTJG,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,M,NO INJURY OR ILLNESS,
1117,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53490,,H,O02,LTJG,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1118,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53490,,H,O02,LTJG,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,M,NO INJURY OR ILLNESS,
1119,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53491,,H,E06,PO1,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,M,NO INJURY OR ILLNESS,
1120,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53491,,H,E06,PO1,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,
1121,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53491,,H,E06,PO1,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,M,NO INJURY OR ILLNESS,
1122,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53492,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,,NO INJURY OR ILLNESS,
1123,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53492,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,
1124,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53492,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,,NO INJURY OR ILLNESS,
1125,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53493,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,,NO INJURY OR ILLNESS,
1126,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53493,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,
1127,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53493,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,,NO INJURY OR ILLNESS,
1128,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53494,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,,NO INJURY OR ILLNESS,
1129,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53494,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,
1130,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53494,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,,NO INJURY OR ILLNESS,
1131,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53495,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155714,44D,P5,LOW LEVEL TARGET RUN-IN/EGRESS,ORDNANCE,,NO INJURY OR ILLNESS,
1132,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53495,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155715,44D,XM,LOW LEVEL TARGET RUN-IN/EGRESS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,
1133,82667,1/14/2003 12:00:00 AM,C,2003,1C,N,N03368,NIMITZ,CVN,87965,HH060H,Y,E,53495,,H,,,,N09950,M299 LAUNCHER & 2 ATTACHED HELLFIRE MISSILES DEPARTED ACFT DUR FLIGHT.,155716,44D,XT,LOW LEVEL TARGET RUN-IN/EGRESS,CARGO/STORES JETTISON,,NO INJURY OR ILLNESS,
